id,speaker,text,visualEventKey,choiceKey,nextId
ch05_001,내레이션,"배가 강가에 닿았다. 앞에는 거대한 청동 문이 서 있었고, 그 앞에는 세 개의 머리를 가진 거대한 개가 버티고 서 있었다.",ch05_001_visual,,ch05_002
ch05_002,내레이션,"케르베로스. 그의 입에서는 끈적한 침이 흘러내렸고, 코에서는 연기가 뿜어져 나왔다.",ch05_002_visual,,ch05_003
ch05_003,카론,"이게 마지막 문이다. 네가 어떤 소리를 냈든, 케르베로스는 규칙에 충실할 것이다. 그는 소리가 아닌 냄새로 산 자를 안다.",ch05_003_visual,,ch05_004
ch05_004,내레이션,"오르페우스는 말없이 카론에게 고개를 까딱했다. 그리고 배에서 내려 케르베로스에게 다가갔다.",ch05_004_visual,,ch05_005
ch05_005,내레이션,"개의 세 개의 머리가 동시에 그를 향했다. 붉은 눈들이 불길하게 빛났다. 날카로운 이빨 사이로 낮은 으르렁거림이 새어 나왔다.",ch05_005_visual,,ch05_006
ch05_006,내레이션,"오르페우스는 멈춰 섰다. 거리를 두고 리라를 들어 올렸다. 그의 손가락이 줄 위를 어루만지자, 이전과는 다른 선율이 흘러나왔다.",ch05_006_visual,,ch05_007
ch05_007,내레이션,"그것은 슬픔도, 그리움도 아니었다. 잔잔한 자장가였다. 어머니가 아기를 재우는 노래.",ch05_007_visual,,ch05_008
ch05_008,내레이션,"밤의 고요함과 별빛의 온기가 담긴 선율. 강아지가 어미 개의 품에서 평화롭게 잠드는 순간의 노래였다.",ch05_008_visual,,ch05_009
ch05_009,내레이션,"케르베로스의 으르렁거림이 멈췄다. 세 개의 머리가 각각 다른 방향을 향하더니, 이내 다시 오르페우스를 바라보았다.",ch05_009_visual,,ch05_010
ch05_010,내레이션,"이번에는 노골적인 경계심 대신, 의아함이 깃든 눈빛이었다.",ch05_010_visual,,ch05_011
ch05_011,내레이션,"오르페우스는 연주를 계속했다. 그의 노래는 점점 더 부드러워졌다. 마치 부드러운 손길로 거친 털을 쓰다듬는 것처럼.",ch05_011_visual,,ch05_012
ch05_012,내레이션,"케르베로스의 한쪽 머리가 먼저 고개를 숙였다. 거대한 몸이 천천히 바닥에 누워지기 시작했다. 다른 두 머리도 이내 그를 따랐다.",ch05_012_visual,,ch05_013
ch05_013,내레이션,"마침내, 거대한 개의 세 개의 머리가 모두 바닥에 닿았다. 그의 코에서는 이전처럼 뜨거운 연기 대신, 잠든 동물의 고요한 숨결이 내쉬어졌다.",ch05_013_visual,,ch05_014
ch05_014,내레이션,"오르페우스는 연주를 멈췄다. 케르베로스의 잠든 모습을 잠시 바라보았다. 그는 조용히 그 옆을 지나 청동 문으로 다가갔다.",ch05_014_visual,,ch05_015
ch05_015,내레이션,"문에는 복잡한 문양이 새겨져 있었다. 삶과 죽음의 순환, 운명의 실, 인간의 다양한 감정들이 섞여 있었다.",ch05_015_visual,,ch05_016
ch05_016,내레이션,"오르페우스는 문을 열려고 했지만, 문은 움직이지 않았다. 그는 다시 리라를 들었다.",ch05_016_visual,,ch05_017
ch05_017,내레이션,"이번에는 다른 선율이 흘러나왔다. 강하지만 폭력적이지 않은 소리. 씨앗이 딱딱한 땅을 뚫고 싹을 틔우는 힘.",ch05_017_visual,,ch05_018
ch05_018,내레이션,"어둠 속에서 빛을 찾아나가는 의지. 문양이 희미하게 빛을 내기 시작했다.",ch05_018_visual,,ch05_019
ch05_019,내레이션,"그의 연주가 절정에 이르렀을 때, 문이 삐걱이며 열렸다. 그 안은 깊고 서늘한 어둠이었다.",ch05_019_visual,,ch05_020
ch05_020,내레이션,"하지만 그 어둠 속에서, 희미한 빛이 그를 부르고 있었다.",ch05_020_visual,,ch05_021
ch05_021,내레이션,"오르페우스는 문 안으로 들어섰다. 그의 등 뒤로 문이 다시 닫혔다.",ch05_021_visual,,ch05_022
ch05_022,내레이션,"그의 앞에는, 마침내, 저승의 왕과 왕비가 그를 기다리고 있었다.",ch05_022_visual,,ch06_001
